tract,Name,Household_Income_at_Age_35_rNA_gM_p25
30005940200,"Hays, MT",13702
38053940100,"New Town, ND",13669
40039950800,"Clinton, OK",13649
27007450702,"Bemidji, MN",13617
40109107206,"South Oklahoma City, Oklahoma City, OK",13599
35043940900,"Cuba, NM",13367
2290000400,"Yukon-Koyukuk County, AK",13364
4019001200,"El Rio Acres, Tucson, AZ",13335
2090000300,"Fairbanks, AK",13312
35053940000,"Alamo, NM",13311
35001000708,"East Central Business Park, Albuquerque, NM",13297
40071000202,"Ponca City, OK",13211
38071957600,"Devils Lake, ND",13196
30111940000,"Billings, MT",13112
2185000200,"North Slope County, AK",13060
46099000900,"Emerson, Sioux Falls, SD",13054
4013110600,"Encanto Village, Phoenix, AZ",13035
16005940000,"Pocatello, ID",12981
35001003733,"Hodgin, Albuquerque, NM",12973
40019892600,"Ardmore, OK",12969
4019940900,"Tucson, AZ",12960
46013951700,"Aberdeen, SD",12955
2020001731,"Northeast Anchorage, Anchorage, AK",12928
2188000100,"Noorvik, AK",12923
40071000600,"Ponca City, OK",12868
46023940300,"Wagner, SD",12792
40143008800,"West O'Main, Tulsa, OK",12754
46013951400,"Aberdeen, SD",12728
46103011400,"Rapid City, SD",12720
40119011301,"Cushing, OK",12610
2020001602,"U-MED District, Anchorage, AK",12541
41031940000,"Madras, OR",12518
46099000700,"Folsom's Addition, Sioux Falls, SD",12463
40119011102,"Perkins, OK",12426
4019940800,"Sells, AZ",12410
31173940200,"Winnebago, NE",12406
4013109003,"Alhambra, Phoenix, AZ",12370
38059020300,"Mandan, ND",12363
4019002300,"Tucson, AZ",12359
35031945300,"Northside, Gallup, NM",12337
30111000200,"North Park, Billings, MT",12328
2180000100,"Nome, AK",12135
2020002702,"Old Seward / Oceanview, Anchorage, AK",12033
2090000200,"Fairbanks, AK",12008
27007940002,"Cass Lake, MN",11952
16011940000,"Pocatello, ID",11875
4019940600,"Sells, AZ",11839
4017940301,"Whiteriver, AZ",11732
46113940900,"Kyle, SD",11674
4013941300,"Scottsdale, AZ",11638
2050000100,"Tuntutuliak, AK",11547
32031002107,"Reno, NV",11532
46031941100,"McLaughlin, SD",11460
2020000801,"Russian Jack Park, Anchorage, AK",11440
4015955000,"Mohave Valley, AZ",11371
46103010903,"Rapid City, SD",11361
38015010700,"Bismarck, ND",11259
4007940200,"Whiteriver, AZ",11249
30047940600,"Saint Ignatius, MT",11180
53077940003,"Harrah, WA",11170
27007940001,"Puposky, MN",11087
38005940200,"Sheyenne, ND",11067
46121940200,"Mission, SD",11015
30111000902,"Southwest Corridor, Billings, MT",11003
53057940800,"La Conner, WA",10979
2110000300,"Mendenhall Valley, Juneau, AK",10919
40031002301,"Lawton, OK",10876
2158000100," County, AK",10860
2198940100,"Metlakatla, AK",10683
4013106801,"Alhambra, Phoenix, AZ",10613
4021941200,"Sacaton, AZ",10603
2013000100,"Aleutians East County, AK",10508
32007950702,"Elko, NV",10459
38005940100,"Oberon, ND",10430
4017940012,"Kykotsmovi Village, AZ",10413
46023940200,"Lake Andes, SD",10357
46129965200,"Mobridge, SD",10276
2020000703,"Northeast Anchorage, Anchorage, AK",10206
37165010200,"Laurinburg, NC",10081
2020002000,"Spenard, Anchorage, AK",10062
46103010700,"Rapid City, SD",9945
46137941600,"Dupree, SD",9787
53019940000,"Inchelium, WA",9778
35001000904,"Elder Homstead, Albuquerque, NM",9667
31173940100,"Walthill, NE",9645
4012940300,"Parker, AZ",9555
6025940000,"Winterhaven, CA",9435
2180000200,"Nome, AK",8886
4013110400,"Encanto Village, Phoenix, AZ",8725
2090000100,"Downtown, Fairbanks, AK",8695
2050000300,"Aniak, AK",8512
2020001701,"U-MED District, Anchorage, AK",8481
4021941300,"Bapchule, AZ",8427
30013000700,"Great Falls, MT",8412
2020002812,"Huffman / O' Malley, Anchorage, AK",8410
38085940900,"Fort Yates, ND",8323
53077940002,"Toppenish, WA",8144
27053125800,"Midtown Phillips, Minneapolis, MN",8004
2020001500,"Rogers Park, Anchorage, AK",7833
27053125900,"Phillips, Minneapolis, MN",7497
46121940100,"Rosebud, SD",7482
46113940500,"Pine Ridge, SD",7161
36033940000,"Franklin County, NY",6937
46103010800,"Rapid City, SD",6866
4013108902,"Alhambra, Phoenix, AZ",6695
27095970200,"Onamia, MN",6679
2020000600,"Mountain View, Anchorage, AK",5862
4021941400,"Maricopa, AZ",5520
46099000100,"Sioux Falls, SD",5487
27021940001,"Walker, MN",5211
37155960201,"Lumber Bridge, NC",5029
55009940001,"De Pere, WI",4818
55125940000,"Lac du Flambeau, WI",4711
27137011200,"Brookston, MN",4589
55009940002,"Green Bay, WI",2587
30111000705,"Heights, Billings, MT",2334
27053106000,"Phillips, Minneapolis, MN",2242
4013108901,"Encanto Village, Phoenix, AZ",1344
27053008500,"Powderhorn, Minneapolis, MN",216
2020002201,"Turnagain, Anchorage, AK",12
40031001500,"Lawton, OK",
40013796400,"Durant, OK",
4019002400,"Wakefield, Tucson, AZ",
35006974202,"Grants, NM",
49035111400,"South Salt Lake, UT",
46099000201,"Sioux Falls, SD",
40037020707,"Sapulpa, OK",
40143004600,"Tulsa, OK",
40143006801,"Tulsa, OK",
4005000800,"Flagstaff, AZ",
4013111201,"Camelback East Village, Phoenix, AZ",
40143009101,"Tulsa, OK",
35001000707,"South Los Altos, Albuquerque, NM",
37155961200,"Lumberton, NC",
31107976400,"Bloomfield, NE",
6071025100,"Needles, CA",
38015010600,"Bismarck, ND",
37051003001,"Gray's Creek, Hope Mills, NC",
40109107218,"Central Oklahoma City, Oklahoma City, OK",
49021110500,"Cedar City, UT",
27007450100,"Bemidji, MN",
28079040600,"Carthage, MS",
40047000700,"Enid, OK",
40119011400,"Cushing, OK",
40109106914,"Central Oklahoma City, Oklahoma City, OK",
40121485900,"McAlester, OK",
40011958900,"Watonga, OK",
40031001000,"Lawton, OK",
40143006701,"Mountain Manor, Tulsa, OK",
46103010904,"Rapid City, SD",
40109105907,"Central Oklahoma City, Oklahoma City, OK",
40027202405,"Lexington, OK",
38035010400,"Grand Forks, ND",
32001950301,"Fallon, NV",
37165010102,"Laurinburg, NC",
4013093001,"Maryland Heights Garden Homes, Glendale, AZ",
37155961601,"Lumberton, NC",
40097040700,"Strang, OK",
40013795700,"Bokchito, OK",
30031001101,"Bozeman, MT",
40049681400,"Pauls Valley, OK",
40143003400,"Tulsa, OK",
40143007311,"Tower Heights, Tulsa, OK",
40109105400,"Central Oklahoma City, Oklahoma City, OK",
37051003104,"South View, Hope Mills, NC",
40109107605,"Midwest City, OK",
26153000300,"Manistique, MI",
40127097800,"Rattan, OK",
46027965700,"Vermillion, SD",
35043940600,"Jemez Pueblo, NM",
38061940400,"New Town, ND",
40051000700,"Ninnekah, OK",
46047964200,"Hot Springs, SD",
2261000100,"Copper Center, AK",
40145030507,"Bentree, Broken Arrow, OK",
30041040400,"Havre, MT",
32019960900,"Yerington, NV",
35001940700,"Albuquerque, NM",
40123089600,"Roff, OK",
55009000302,"Green Bay, WI",
41065970800,"Maupin, OR",
40017300700,"El Reno, OK",
26097950200,"Mackinac County, MI",
40027201603,"Moore, OK",
37163970800,"Clinton, NC",
40109107808,"Del City, OK",
40143003000,"West O'Main, Tulsa, OK",
40079040401,"Poteau, OK",
40019892300,"Healdton, OK",
40027200800,"Norman, OK",
4013111502,"Camelback East Village, Phoenix, AZ",
40051000800,"Blanchard, OK",
35001000712,"Foothill Estates, Albuquerque, NM",
40089098400,"Valliant, OK",
35001004741,"Los Volcanes, Albuquerque, NM",
40091780300,"Eufaula, OK",
40101001000,"Muskogee, OK",
40143004900,"Tulsa, OK",
2020002501,"Taku / Campbell, Anchorage, AK",
40145030798,"Porter, OK",
6001431000,"Castro Valley, CA",
20045000901,"Lawrence, KS",
2020002400,"Spenard, Anchorage, AK",
40143007503,"Broken Arrow, OK",
40131050302,"Claremore, OK",
35045000705,"Bloomfield, NM",
40109106804,"Central Oklahoma City, Warr Acres, OK",
2090000400,"Fairbanks, AK",
2020001702,"Northeast Anchorage, Anchorage, AK",
40037021102,"Kellyville, OK",
40143007625,"Tulsa, OK",
40109108704,"Southeast Oklahoma City, Choctaw, OK",
29145020700,"Seneca, MO",
55009940004,"Green Bay, WI",
40143001700,"Tulsa, OK",
40131050407,"Tulsa, OK",
26103001200,"Marquette, MI",
6023010501,"McKinleyville, CA",
2150000100,"Kodiak, AK",
4013109701,"Maryvale Village, Phoenix, AZ",
40109106903,"Central Oklahoma City, Bethany, OK",
12043000300,"Moore Haven, FL",
40143008502,"Fulton, Tulsa, OK",
40017300902,"Yukon, OK",
40143008501,"Tulsa, OK",
40017301003,"Southwest Oklahoma City, Yukon, OK",
40143007410,"Tulsa, OK",
1079979400,"Moulton, AL",
46103011300,"Rapid City, SD",
40143007512,"Broken Arrow, OK",
40143009200,"Sand Springs, OK",
2020002502,"Taku / Campbell, Anchorage, AK",
2150000200,"Kodiak, AK",
40143007413,"Broken Arrow, OK",
40143006708,"Jenks, OK",
40027201101,"Norman, OK",
27049080200,"Red Wing, MN",
37065021100,"Tarboro, NC",
21165960100,"Frenchburg, KY",
41041951600,"Waldport, OR",
25027730902,"Tatnuck, Worcester, MA",
39113021502,"Kettering, OH",
37119004800,"Lincoln Heights, Charlotte, NC",
19065080500,"Oelwein, IA",
31001965900,"Hastings, NE",
26163550300,"Grosse Pointe Park, MI",
21047200400,"Hopkinsville, KY",
36083041000,"Troy, NY",
6059063006,"Newport Beach, CA",
38007963100,"Belfield, ND",
39095004600,"Birmingham, Toledo, OH",
6037262100,"Bel Air, Los Angeles, CA",
17031821101,"Burbank, IL",
17031807200,"Skokie, IL",
42079217500,"Hazleton, PA",
42003101700,"Garfield, Pittsburgh, PA",
37119001916,"Becton Park, Charlotte, NC",
6067008703,"Gold River, CA",
38055961000,"Garrison, ND",
26099228100,"Utica, MI",
39003012000,"Lima, OH",
25013800102,"Indian Orchard, Springfield, MA",
18137968700,"Holton, IN",
24001001800,"Frostburg, MD",
48141003100,"Buena Vista, El Paso, TX",
36117020800,"Sodus, NY",
6059062620,"Laguna Beach, CA",
12113010814,"Gulf Breeze, FL",
31055007516,"Millard, Omaha, NE",
51175200200,"Capron, VA",
39081011500,"Bloomingdale, OH",
12011060207,"Sunrise, FL",
36029003400,"Grider, Buffalo, NY",
51510200106,"Alexandria West, Alexandria, VA",
18157005200,"West Lafayette, IN",
34005702806,"Willingboro, NJ",
22119031500,"Doyline, LA",
36057072200,"Fonda, NY",
37113970501,"Highlands, NC",
39035172101,"Mayfield Heights, OH",
6053000900,"Salinas, CA",
22033000400,"Mid City North, Baton Rouge, LA",
17113001302,"Bloomington, IL",
6025011600,"El Centro, CA",
72021031622,"Bayamón, PR",
6059088203,"Garden Grove, CA",
13081010300,"Cordele, GA",
31025965600,"Plattsmouth, NE",
36005022101,"Bronx County, NY",
17031252202,"Austin, Chicago, IL",
51740212702,"Portsmouth, VA",
31179978600,"Winside, NE",
29043020305,"Ozark, MO",
12053040907,"Spring Hill, FL",
22017024700,"Freestate, North Highlands, Shreveport, LA",
4013116714,"Ahwatukee Foothills Village, Phoenix, AZ",
48439111203,"Garden Acres Area, Burleson, TX",
36005014400,"Bronx County, NY",
34005702209,"Burlington County, NJ",
28127950200,"Mendenhall, MS",
6047001402,"Merced, CA",
47023970100,"Henderson, TN",
42045402600,"Darby, PA",
42085032502,"Jackson Center, PA",
4013816400,"Seville, Gilbert, AZ",
34015500900,"Woodbury Heights, NJ",
36005042500,"Bronx County, NY",
29510106600,"Academy/Sherman Park, St. Louis, MO",
13067030411,"Marietta, GA",
16001010321,"Meridian, ID",
1073011803,"Center Point, AL",
26163507500,"Highland Park, MI",
27075370300,"Silver Bay, MN",
36081162100,"Queens County, NY",
6037575102,"Eastside, Long Beach, CA",
55105000800,"Janesville, WI",
48453001402,"Greater South River City, Austin, TX",
31067965200,"Wymore, NE",
53035091500,"Bremerton, WA",
37031970401,"Morehead City, NC",
29183310802,"Saint Charles, MO",
45057011002,"Lancaster, SC",
39035178102,"Parma Heights, OH",
37119001920,"Idlewild South, Charlotte, NC",
12095015602,"Maitland, FL",
47131965100,"Union City, TN",
48453000307,"Cherrywood, Austin, TX",
39093077100,"Grafton, OH",
6059075302,"Riverview, Santa Ana, CA",
6037553000,"Norwalk, CA",
37139960701,"Elizabeth City, NC",
25005614000,"Taunton, MA",
42069102800,"East Mountain, Scranton, PA",
9005267100,"Washington Depot, Washington, CT",
26049010502,"Flushing, MI",
6037700501,"Central LA, West Hollywood, CA",
6037217200,"Central LA, Los Angeles, CA",
6085502301,"Central San Jose, San Jose, CA",
27159480300,"Wadena, MN",
42081010900,"Montoursville, PA",
27161790500,"Waseca, MN",
31109010202,"Raymond, NE",
17119400101,"Granite City, IL",
6053011204,"Greenfield, CA",
42101009200,"West Powelton, Philadelphia, PA",
55087012503,"Appleton, WI",
34031143200,"Hawthorne, NJ",
5071951700,"Clarksville, AR",
26163524000,"Springwells Village, Detroit, MI",
23031006101,"Old Orchard Beach, ME",
48453001737,"Austin, TX",
42011001100,"Reading, PA",
12031014332,"Arlington, Jacksonville, FL",
29019002100,"Douglass Park, Columbia, MO",
6083000200,"Hitchcock, Santa Barbara, CA",
13305970100,"Odum, GA",
18097322000,"Indianapolis, IN",
39011040100,"Wapakoneta, OH",
26065006302,"Mason, MI",
5119004202,"Little Rock, AR",
5095950200,"Clarendon, AR",
6059099411,"Huntington Beach, CA",
37183052601,"North Hills, Raleigh, NC",
48053960300,"Burnet, TX",
37171930400,"Mount Airy, NC",
55139001801,"Oshkosh, WI",
6037117530,"North Hills, Los Angeles, CA",
36087013200,"Nyack, NY",
6037106649,"Sylmar, Los Angeles, CA",
53041970500,"Centralia, WA",
24025301204,"Abingdon, MD",
26099258600,"Eastpointe, MI",
72053150500,"Fajardo, PR",
6059076201,"Orange, CA",
6043000301,"Mariposa, CA",
25001011400,"South Dennis, Dennis, MA",
6037503602,"La Mirada, CA",
32003005006,"Las Vegas, NV",
6037541700,"Lynwood, CA",
1081040400,"Auburn, AL",
30031000900,"Bozeman, MT",
24021773500,"Walkersville, MD",
22019002800,"Sulphur, LA",
28065950201,"Bassfield, MS",
12099007504,"Boca Raton, FL",
54057010700,"Keyser, WV",
21111011406,"Newburg, Louisville, KY",
25017337101,"Stoneham, MA",
6099000303,"Riverbank, CA",
24510280500,"Pleasant View Gardens, Baltimore, MD",
12103025009,"Pinebrook Estates, Largo, FL",
6037500900,"El Rancho, Pico Rivera, CA",
36047045600,"Kings County, NY",
23011015500,"Mount Vernon, ME",
24005408900,"Cockeysville, MD",
48209010806,"Hays County, TX",
51059460100,"Vienna, VA",
6037554514,"Cerritos, CA",
36027050205,"Stormville, NY",
55121100400,"Whitehall, WI",
48329010106,"Wydewood Estates, Midland, TX",
13293010500,"Thomaston, GA",
36057070300,"Amsterdam, NY",
27123042501,"Maplewood, MN",
6059052425,"Lake Forest, CA",
17031301801,"Little Village, Chicago, IL",
6037262200,"Bel Air, Los Angeles, CA",
27003051102,"Fridley, MN",
13139000201,"Gainesville, GA",
40109108006,"Midwest City, OK",
26021001900,"Sodus, Sodus Township, MI",
2170000603,"Wasilla, AK",
36083052003,"Troy, NY",
30017961800,"Miles City, MT",
25009250200,"Lawrence, MA",
36119005300,"Pelham, Village of Pelham, NY",
6067008506,"Folsom, CA",
35001004748,"Ventana Ranch, Albuquerque, NM",
48341950300,"Dumas, TX",
6059011720,"Placentia, CA",
6059088702,"Garden Grove, CA",
48441011300,"Westwood Richland, Abilene, TX",
53061051925,"Canyon Park, Bothell, WA",
42049001100,"Erie, PA",
18097320903,"Washington Township, Indianapolis, IN",
42003271500,"Marshall-Shadeland, Pittsburgh, PA",
55133200801,"Brookfield, WI",
35001004729,"Albuquerque, NM",
6037533104,"Huntington Park, CA",
26005030402,"Caledonia, MI",
36047004700,"Kings County, NY",
22019003300,"Sulphur, LA",
17163504354,"O'Fallon, IL",
8041004401,"Fort Carson, CO",
21111009400,"Louisville, KY",
11001010800,"Northwest Washington, Washington, DC",
12087972200,"Key West, FL",
23005004600,"Yarmouth, ME",
12119910402,"Lake Panasoffkee, FL",
18167000400,"Spencer Park, Terre Haute, IN",
25017335400,"Wakefield, MA",
6037237600,"South Figueroa Corridor, Los Angeles, CA",
48223950500,"Sulphur Springs, TX",
28047003101,"Long Beach, MS",
6073012303,"Chula Vista, CA",
47165020603,"Gallatin, TN",
39113003402,"University Park, Dayton, OH",
26049000400,"Flint, MI",
29051020500,"Russellville, MO",
12099007743,"Boca Raton, FL",
13121011000,"East Point, GA",
6037531702,"South Montebello, East Los Angeles, CA",
12087970600,"Key Largo, FL",
36077591500,"Morris, NY",
17197883511,"Frankfort, IL",
44007000600,"Upper South Providence, Providence, RI",
36061024302,"Upper Manhattan, New York, NY",
48113017807,"Casa Ridge Heights, Mesquite, TX",
28045030602,"Kiln, MS",
24510180300,"Hollins Market, Baltimore, MD",
28047002500,"Gulfport, MS",
6019008302,"Mendota, CA",
16055000800,"Coeur d'Alene, ID",
12119910602,"Bushnell, FL",
6073018608,"North Valley, Oceanside, CA",
48201310600,"Greater East End, Houston, TX",
40025950300,"Boise City, OK",
45015020712,"Moncks Corner, SC",
1031010900,"Enterprise, AL",
36047025902,"Kings County, NY",
39113021800,"Dayton, OH",
42129804000,"Greensburg, PA",
6097151100,"Petaluma, CA",
36047033900,"Kings County, NY",
49013940600,"Roosevelt, UT",
36081060600,"Queens County, NY",
20009971200,"Olmitz, KS",
39007001400,"Orwell, OH",
12127082507,"Deep Forest Village, Port Orange, FL",
49021110600,"Cedar City, UT",
36085027705,"Richmond County, NY",
6073016901,"Lakeside, CA",
48453001712,"South Austin, Austin, TX",
37063001100,"Durham, NC",
12103025603,"Largo, FL",
72127005201,"San Juan, PR",
48141003701,"Hidden Valley, El Paso, TX",
6107003801,"Porterville, CA",
8013013202,"Longmont, CO",
48029191503,"North Central, San Antonio, TX",
41051002401,"Northeast Portland, Portland, OR",
4013106702,"Alhambra, Phoenix, AZ",
36069051300,"Stanley, NY",
26091060500,"Clayton, MI",
6071010022,"Hesperia, CA",
48113019202,"Richardson, TX",
42045406201,"Brookhaven, PA",
24011955202,"Denton, MD",
42003560500,"Pittsburgh, PA",
6001450745,"Pleasanton, CA",
20091053712,"Gardner, KS",
48201542700,"Katy, TX",
13133950303,"Greensboro, GA",
36075020200,"Sandy Creek, NY",
12086010617,"Cutler Bay, FL",
42091207600,"Pennsburg, PA",
6037204300,"Boyle Heights, Los Angeles, CA",
6029005403,"Ridgecrest, CA",
72053150400,"Fajardo, PR",
51810045414,"Virginia Beach, VA",
27143170400,"Arlington, MN",
55017010200,"Chippewa Falls, WI",
39049001902,"Fifth by Northwest, Columbus, OH",
26125183300,"Royal Oak, MI",
32031003203,"Reno, NV",
26077002903,"Kalamazoo, MI",
53053061400,"New Tacoma, Tacoma, WA",
13215002100,"Columbus, GA",
6097150607,"Petaluma, CA",
41067032200,"Sherwood, OR",
18135952000,"Lynn, IN",
36047028800,"Kings County, NY",
51083930301,"South Boston, VA",
44007012601,"Smithfield, RI",
4013061029,"Surprise, AZ",
9009150700,"Milford, CT",
42007605600,"Rochester, PA",
25003935100,"Pittsfield, MA",
21067003405,"Lexington, KY",
6093001200,"McCloud, CA",
51059431802,"Burke, VA",
17143003601,"Chillicothe, IL",
41061970100,"Elgin, OR",
36029011100,"Buffalo, NY",
6085511705,"Palo Alto, CA",
12011091802,"Highland Garden, Hollywood, FL",
36055008400,"Group 14621, Rochester, NY",
48201552002,"Crossroads Park, Houston, TX",
18177000800,"Richmond, IN",
26125170000,"Berkley, MI",
48215023103,"Mercedes, TX",
19193003200,"Moville, IA",
13089023101,"Decatur, GA",
17119402803,"Edwardsville, IL",
39113040103,"Woodbourne-Hyde Park, OH",
5035030201,"West Memphis, AR",
36005021601,"Bronx County, NY",
48255970300,"Kenedy, TX",
26163552200,"Hamtramck, MI",
40051000901,"Minco, OK",
36071001100,"Middletown, NY",
5119003100,"North Little Rock, AR",
51700031400,"South Newport News, Newport News, VA",
31093970600,"Saint Paul, NE",
6075026003,"Excelsior, San Francisco, CA",
45045002105,"Greenville, SC",
36001013000,"Cohoes, NY",
48309002503,"Waco, TX",
47001021000,"Clinton, TN",
22087030209,"Meraux, LA",
42075004000,"Palmyra, PA",
24021775400,"Brunswick, MD",
51013100500,"Donaldson Run, Arlington, VA",
8101001800,"Mesa Junction, Pueblo, CO",
42043024104,"Hummelstown, PA",
39093023700,"Lorain, OH",
36121970300,"Attica, NY",
36041950500,"Lake Pleasant, NY",
36047117601,"Kings County, NY",
26075000900,"Jackson, MI",
55025011301,"Waunakee, WI",
12091023303,"Destin, FL",
31055000300,"Miller Park Minne Lusa Area, Omaha, NE",
17057952900,"Canton, IL",
